iter	Logloss
204	0.4342779443
205	0.4342041654
206	0.4341018148
207	0.4340233883
208	0.4338998953
209	0.4338147805
210	0.4336972578
211	0.4335901531
212	0.4335097667
213	0.4334185317
214	0.4331179041
215	0.433058584
216	0.4329400355
217	0.4328735473
218	0.4328108001
219	0.4327035367
220	0.4326264381
221	0.4325470201
222	0.4323922734
223	0.4322883594
224	0.4322093425
225	0.4320843758
226	0.4319292214
227	0.4317606292
228	0.4316584877
229	0.4315246598
230	0.431443923
231	0.431345859
232	0.4312646
233	0.4312041722
234	0.4311536636
235	0.4310175869
236	0.4309031779
237	0.4308495194
238	0.4307369252
239	0.430637841
240	0.4305719001
241	0.4304518684
242	0.4303612433
243	0.4300380553
244	0.4299459923
245	0.4297847748
246	0.4296399392
247	0.4295462097
248	0.429376712
249	0.4292858314
250	0.4291848306
251	0.4291011023
252	0.428954926
253	0.4288490903
254	0.4287401762
255	0.428705781
256	0.4286238469
257	0.4285283715
258	0.4284686978
259	0.428356169
260	0.428290615
261	0.4281855387
262	0.4279567984
263	0.4278502764
264	0.4277389659
265	0.4276265791
266	0.4275390511
267	0.4274101812
268	0.4272684428
269	0.4271629436
270	0.4270531656
271	0.4269811449
272	0.4269058473
273	0.4268223077
274	0.4267030449
275	0.4265832206
276	0.4264438638
277	0.426340074
278	0.4262680157
279	0.4261507637
280	0.4260704873
281	0.4259917071
282	0.4259116713
283	0.4258384125
284	0.4257567509
285	0.425668519
286	0.4255770821
287	0.4254946705
288	0.4254187093
289	0.4252937642
290	0.4252098387
291	0.4250858272
292	0.4250445392
293	0.4249873473
294	0.4249206571
295	0.4248014041
296	0.4247016169
297	0.4246377537
298	0.4245523317
299	0.4244797752
300	0.4243920629
301	0.4243141527
302	0.4242615511
303	0.4241598204
304	0.424075379
305	0.4239807677
306	0.4238978201
307	0.42378654
308	0.4237236403
309	0.4236117291
310	0.4235144543
311	0.4233895654
312	0.4233385733
313	0.4232683159
314	0.4231928455
315	0.4231181706
316	0.4230665211
317	0.4229972546
318	0.4228877988
319	0.4228394521
320	0.4227713989
321	0.4226889154
322	0.4226268209
323	0.4225196462
324	0.4224449092
325	0.4223600671
326	0.4222783568
327	0.4222187291
328	0.422161193
329	0.422079787
330	0.4219975622
331	0.4219035845
332	0.4218085711
333	0.4217436448
334	0.4216943108
335	0.4215821371
336	0.4215017153
337	0.4213795099
338	0.4212740866
339	0.4212067013
340	0.4211013965
341	0.4210354242
342	0.4209718053
343	0.4209038174
344	0.4208252723
345	0.4207213927
346	0.4206239344
347	0.4205806225
348	0.4204992817
349	0.4204177906
350	0.4203558193
351	0.4202857427
352	0.4202185653
353	0.4201427743
354	0.420054404
355	0.4199884516
356	0.4198986931
357	0.4198413497
358	0.4197083132
359	0.4196068788
360	0.4195504015
361	0.4194899395
362	0.4192805152
363	0.4191845559
364	0.4191290156
365	0.4190532171
366	0.4189832905
367	0.4188888842
368	0.4187992622
369	0.4187291035
370	0.4186427304
371	0.4185759086
372	0.4184711849
373	0.4183950071
374	0.4182933228
375	0.4182529015
376	0.4182005954
377	0.418147486
378	0.4180506635
379	0.4179122347
380	0.4178198781
381	0.4177688127
382	0.4177180483
383	0.4176262692
384	0.4175558815
385	0.4174658447
386	0.4174404056
387	0.4173570922
388	0.4173045508
389	0.4172350715
390	0.4171300887
391	0.4170322515
392	0.4169258038
393	0.4168388652
394	0.416780115
395	0.4166909143
396	0.4165769224
397	0.4165495288
398	0.416466197
399	0.4163878887
400	0.4163325696
401	0.416246933
402	0.4161800067
403	0.4160715383
404	0.4159712794
405	0.4159321681
406	0.4158674006
407	0.4158126946
408	0.4157370079
409	0.4156526414
410	0.4155652091
411	0.4154964339
412	0.4154403394
413	0.4153502298
414	0.4152937118
415	0.4152194351
416	0.4151701285
417	0.4150774585
418	0.4150172072
419	0.4149514133
420	0.4148870096
421	0.4148391279
422	0.4148005695
423	0.4147106641
424	0.4146452481
425	0.4145994402
426	0.4145014191
427	0.4144007466
428	0.4143166017
429	0.4141975621
430	0.414140934
431	0.4140549321
432	0.4139972343
433	0.4139072417
434	0.4138488891
435	0.4137444446
436	0.4136511021
437	0.4135923127
438	0.413513298
439	0.4134533421
440	0.4133909007
441	0.4133139057
442	0.4132258466
443	0.4131303877
444	0.4130736973
445	0.4130116856
446	0.4129401567
447	0.4129054781
448	0.4128470203
449	0.412807478
450	0.4127691951
451	0.4127186516
452	0.4126473938
453	0.4125909216
454	0.4125288477
455	0.4124889006
456	0.4123991211
457	0.4123306957
458	0.4122666271
459	0.4121950969
460	0.4121113062
461	0.4120743964
462	0.4119791432
463	0.4119013993
464	0.4118456105
465	0.4117805838
466	0.4116997981
467	0.411610884
468	0.4115743673
469	0.4115140986
470	0.411424608
471	0.4113950988
472	0.4113610718
473	0.4112911369
474	0.4112590133
475	0.4112108157
476	0.4111438741
477	0.4110703882
478	0.4110181193
479	0.4109685872
480	0.4108717966
481	0.41078658
482	0.4107277285
483	0.410661889
484	0.4105934824
485	0.4105449593
486	0.4104948901
487	0.4103902525
488	0.4103167845
489	0.4102641436
490	0.4101964693
491	0.4101173406
492	0.4100438666
493	0.4099650403
494	0.4098980451
495	0.4097851988
496	0.4097456058
497	0.4096995014
498	0.4096055093
499	0.4095143616
500	0.4094394343
501	0.4093947509
502	0.4093382422
503	0.4092537059
504	0.409195774
505	0.4091073109
506	0.4090161123
507	0.4089387233
508	0.408844615
509	0.4087494831
510	0.408672718
511	0.4086005738
512	0.4085560256
513	0.4084832246
514	0.4083862252
515	0.4083235761
516	0.4082716143
517	0.4082159867
518	0.4081858456
519	0.4081257722
520	0.4080674046
521	0.4079964437
522	0.4079199939
523	0.4078785855
524	0.4078161253
525	0.4077578072
526	0.4077150164
527	0.4076188173
528	0.4075552727
529	0.407496434
530	0.4074616031
531	0.4073742117
532	0.4072921219
533	0.4072420779
534	0.4071537766
535	0.4070992806
536	0.4070049083
537	0.4069058034
538	0.4068258512
539	0.4067624082
540	0.4067167706
541	0.4066438466
542	0.4065830192
543	0.4065036498
544	0.4064400076
545	0.4063730722
546	0.4062988795
547	0.40624132
548	0.4061659505
549	0.4061107729
550	0.4060675366
551	0.4060180866
552	0.4059655083
553	0.4058964238
554	0.4058387488
555	0.405771635
556	0.4057032493
557	0.4056269608
558	0.4056037785
559	0.4055627326
560	0.4055099481
561	0.4054533204
562	0.4053634172
563	0.405283075
564	0.4052154005
565	0.4051573536
566	0.4050990526
567	0.4050476548
568	0.4049972968
569	0.4049139209
570	0.404857792
571	0.4047635855
572	0.4046825727
573	0.4046249977
574	0.4045722264
575	0.4044837419
576	0.4044004866
577	0.404358681
578	0.4042953169
579	0.4042563001
580	0.4042027201
581	0.4041387885
582	0.4040712647
583	0.403988999
584	0.4039214301
585	0.4038504455
586	0.4037942075
587	0.4037588104
588	0.4036624575
589	0.403605706
590	0.4035294734
591	0.4034787556
592	0.40343911
593	0.4033958002
594	0.4033027183
595	0.4032380568
596	0.4031548026
597	0.4030654087
598	0.4029754293
599	0.4029287925
600	0.4028930851
601	0.4028116292
602	0.4027385792
603	0.4026774848
604	0.4026096789
605	0.4025523414
606	0.4024684905
607	0.4024156338
608	0.4023839675
609	0.4023066828
610	0.4022165153
611	0.4021543056
612	0.4020666055
613	0.4020089834
614	0.4019429112
615	0.4018777293
616	0.4018098944
617	0.4017547259
618	0.401700828
619	0.4016385572
620	0.4015841372
621	0.4014984018
622	0.4014167707
623	0.4013307518
624	0.4012593696
625	0.4012288146
626	0.4011639572
627	0.4010965399
628	0.4010405642
629	0.4009769398
630	0.400908716
631	0.4008457531
632	0.4007890246
633	0.4007251706
634	0.4006528762
635	0.400589735
636	0.4005195059
637	0.4004784846
638	0.4004406172
639	0.4003775
640	0.4003213837
641	0.400263122
642	0.4001918197
643	0.4001553073
644	0.4001039395
645	0.400033887
646	0.3999817158
647	0.3999348575
648	0.3998577449
649	0.3998150131
650	0.3997575418
651	0.3997005798
652	0.3996327752
653	0.399564378
654	0.3994950817
655	0.3994231832
656	0.3993729816
657	0.3993039158
658	0.3992568486
659	0.3991952445
660	0.3991301504
661	0.39906311
662	0.3990214169
663	0.3989693042
664	0.3988896207
665	0.3988450201
666	0.3987779332
667	0.3987108466
668	0.3986633771
669	0.3985803665
670	0.3985224781
671	0.3984650768
672	0.398416336
673	0.3983695748
674	0.3983313774
675	0.3982607001
676	0.3981850378
677	0.3981166915
678	0.3980699098
679	0.3980135797
680	0.3979426813
681	0.3978902758
682	0.3978538395
683	0.3978140294
684	0.397736753
685	0.3976733761
686	0.3976234948
687	0.3975879657
688	0.3975335763
689	0.3974921372
690	0.3974559289
691	0.3973992965
692	0.3973392931
693	0.3973008359
694	0.3972306686
695	0.3971643694
696	0.3971082617
697	0.397048032
698	0.3969896943
699	0.3969353695
700	0.3968609059
701	0.3967960379
702	0.3967491733
703	0.3966940396
704	0.396634328
705	0.3965724062
706	0.3965184165
707	0.3964732706
708	0.3964225347
709	0.3963896996
710	0.3963276721
711	0.3962577309
712	0.3962120983
713	0.3961757707
714	0.3961440143
715	0.3960975702
716	0.3959726321
717	0.3959361137
718	0.3958813187
719	0.3958390271
720	0.3957740455
721	0.3957417664
722	0.3956908124
723	0.3956580949
724	0.3956105987
725	0.3955646805
726	0.3955256146
727	0.3954797838
728	0.3954139621
729	0.3953640139
730	0.3953226779
731	0.395266842
732	0.3952189524
733	0.3951692453
734	0.3951122993
735	0.3950516493
736	0.3949849505
737	0.3949108889
738	0.3948704827
739	0.3948346499
740	0.3948012965
741	0.3947399272
742	0.3946948381
743	0.3946318778
744	0.394587167
745	0.3945225546
746	0.3944539553
747	0.3944180073
748	0.3943647228
749	0.3943314361
750	0.3942587405
751	0.3942222584
752	0.3941803782
753	0.3941485335
754	0.3940862992
755	0.3940644055
756	0.3940068019
757	0.3939519298
758	0.393883247
759	0.3938324118
760	0.3937904134
761	0.3937382875
762	0.3936966061
763	0.39363006
764	0.393569082
765	0.3934901727
766	0.3934279086
767	0.3933623
768	0.3933164211
769	0.3932441244
770	0.3931779773
771	0.3931239656
772	0.393041496
773	0.3930105138
774	0.392949575
775	0.3928885668
776	0.392838454
777	0.3927701682
778	0.3927121523
779	0.3926568932
780	0.3925986866
781	0.3925632545
782	0.3925365012
783	0.3924623558
784	0.3923918217
785	0.3922805632
786	0.3922234543
787	0.3921841799
788	0.3921327928
789	0.3920632589
790	0.3920152658
791	0.3919566657
792	0.3918995003
793	0.3918482893
794	0.391821162
795	0.3917586431
796	0.3917046735
797	0.3916338472
798	0.3915867004
799	0.3915356347
800	0.391474334
801	0.3914286428
802	0.3914110107
803	0.3913710345
804	0.3913221397
805	0.3912800301
806	0.3912517868
807	0.3912136145
808	0.3911516007
809	0.3911168904
810	0.3910622848
811	0.3910034172
812	0.3909275136
813	0.390857191
814	0.3907931758
815	0.3907461552
816	0.3906599992
817	0.3906325943
818	0.3905927527
819	0.3905595781
820	0.390518232
821	0.39044055
822	0.3903978235
823	0.390351466
824	0.39029704
825	0.3902548606
826	0.3902121693
827	0.3901571106
828	0.3901382714
829	0.390104033
830	0.3900385569
831	0.389978966
832	0.3899559084
833	0.3898979148
834	0.3898380442
835	0.3898033816
836	0.389773298
837	0.389737264
838	0.3896682623
839	0.3896232012
840	0.3895716047
841	0.3895374374
842	0.3895093866
843	0.3894634455
844	0.389400764
845	0.3893385204
846	0.3892933248
847	0.3892244131
848	0.3891554262
849	0.3890683875
850	0.3890083074
851	0.3889583531
852	0.3888963221
853	0.388867483
854	0.3888213139
855	0.3887662287
856	0.3887146621
857	0.3886786542
858	0.3886439184
859	0.3885870802
860	0.3885493015
861	0.3884785596
862	0.3884274652
863	0.3883911107
864	0.388361493
865	0.3883355525
866	0.388278428
867	0.3882287196
868	0.3881723554
869	0.3881306656
870	0.3880553368
871	0.3880322762
872	0.3879870157
873	0.3879652743
874	0.3879339656
875	0.3878693658
876	0.3878323051
877	0.3878070731
878	0.3877446818
879	0.3877088292
880	0.3876231016
881	0.3875665798
882	0.3875264983
883	0.3874986371
884	0.3874307932
885	0.3873907213
886	0.387354819
887	0.3873171451
888	0.3872874616
889	0.3872138046
890	0.3871679901
891	0.3870688442
892	0.3870063863
893	0.3869451629
894	0.3869047712
895	0.386829035
896	0.3867787675
897	0.3867154213
898	0.3866617934
899	0.3866043763
900	0.3865554465
901	0.3865353686
902	0.3864852912
903	0.3864279191
904	0.3863579416
905	0.3863009243
906	0.3862664782
907	0.3862117798
908	0.3861794076
909	0.386129984
910	0.3860941167
911	0.3860543733
912	0.3860158221
913	0.3859898165
914	0.3859478201
915	0.3858937874
916	0.3858427498
917	0.385788411
918	0.3857498964
919	0.3856945667
920	0.3856439328
921	0.3856070055
922	0.3855516644
923	0.3855053587
924	0.3854629145
925	0.3854221906
926	0.385380679
927	0.3853250501
928	0.385256137
929	0.3852380973
930	0.385209378
931	0.3851690369
932	0.3851216757
933	0.385075339
934	0.3850170462
935	0.3849721691
936	0.3849003911
937	0.3848580817
938	0.3848123949
939	0.3847619478
940	0.3847304914
941	0.3846755149
942	0.384628364
943	0.3845725061
944	0.3845020236
945	0.3844815952
946	0.3844300339
947	0.3843899254
948	0.3843576356
949	0.3842982036
950	0.3842585593
951	0.3841908765
952	0.3841430379
953	0.3840727284
954	0.3840189685
955	0.3839668042
956	0.3839128207
957	0.3838544958
958	0.3837943968
959	0.3837226507
960	0.3836765787
961	0.3836098233
962	0.3835520398
963	0.3834945023
964	0.3834410046
965	0.3833921836
966	0.3833424274
967	0.3833196425
968	0.3832793308
969	0.3832546637
970	0.3831978984
971	0.3831326352
972	0.3830980705
973	0.3830472766
974	0.3829969164
975	0.3829592909
976	0.3829139836
977	0.3828669328
978	0.3828308914
979	0.3827802051
980	0.382732641
981	0.3826825423
982	0.38264728
983	0.3826030082
984	0.3825458889
985	0.3824639592
986	0.3824126848
987	0.3823762188
988	0.3823386427
989	0.3822956901
990	0.3822716057
991	0.3822200949
992	0.3821773058
993	0.3821444117
994	0.3821039842
995	0.3820525764
996	0.3820150066
997	0.3819788276
998	0.3819348871
999	0.3819108864
